merchant_id,usuario,ciudad,tipo_negocio,cantidad_dinero_usd,latitud,longitud,meses_en_deuna,num_quejas,nivel_deuna,tiene_tarjeta,tipo_tarjeta,miembro_activo,edad,txn_count_last30,txn_count_last90,total_volume_last30,total_volume_last90,avg_ticket_last30,avg_ticket_last90,days_since_last_txn,active_days_last30,volume_trend,frequency_trend,consecutive_inactive_days,months_below_avg,peak_to_current_ratio,ief,segmento_riesgo,pct_jovenes_sector,edad_mediana_sector,densidad_poblacional,potencial_digital_sector,txn_vs_potencial_sector,cac,costo_mantenimiento_mensual,revenue_mensual,meses_recuperar_cac,ltv_estimado,roi_retencion,churned_next30
MER1124,Eduardo Torres,Loja,Restaurante / Comida,1511.66,-4.03748,-79.186824,5,2,Bronce,1,Visa,0,32,3,20,1540.86,4131.2,513.62,206.56,18,15,-49.76,-38.52,12,2,0.59,0.4225,Medio,0.262,36,Media,0.464,0.539,46.81,8.91,18.49,2.5,351.31,6.934,1
MER1125,Mónica Ramírez,Machala,Retail / Tienda,659.49,-3.265512,-79.909182,1,1,Bronce,1,Visa,1,22,8,29,816.16,1829.61,102.02,63.09,4,20,-5.28,-12.2,2,1,0.74,0.2347,Bajo,0.268,25,Media,0.472,1.412,70.91,12.32,9.79,7.2,225.17,2.654,0
MER1126,Paola Martínez,Quito,Servicios Profesionales,716.13,-0.258039,-78.487782,24,0,Bronce,1,Diners Club,0,40,7,25,835.17,1935.0,119.31,77.4,7,14,-19.25,-18.29,8,3,0.92,0.3014,Bajo,0.373,27,Media,0.598,0.975,59.22,0.22,10.02,5.9,10.02,0.158,0
MER1127,Ramón Chávez,Riobamba,Tecnología,1023.63,-1.684104,-78.69756,43,0,Bronce,0,Ninguna,1,51,12,32,1191.84,3153.6,99.32,98.55,18,14,13.5,-22.52,6,2,0.62,0.3295,Bajo,0.443,29,Alta,0.832,1.202,80.36,6.01,14.3,5.6,14.3,-0.046,0
MER1128,Silvia Rodríguez,Quito,Tecnología,631.98,-0.263938,-78.489656,2,0,Bronce,0,Ninguna,1,28,8,27,656.8,2321.46,82.1,85.98,7,14,-20.91,-23.57,1,0,0.9,0.1991,Bajo,0.359,32,Media,0.581,1.147,67.38,22.26,7.88,8.6,173.36,1.582,1
MER1129,Natalia Morales,Guayaquil,Educación,4179.85,-2.167409,-79.886036,27,2,Silver,1,Visa,0,26,18,102,3893.94,13225.32,216.33,129.66,5,12,-31.27,-10.66,2,2,0.61,0.3499,Bajo,0.298,36,Media,0.508,1.012,92.16,27.74,46.73,2.0,46.73,-0.396,0
MER1130,Lucia Morales,Quito,Transporte,794.42,-0.204547,-78.514009,13,0,Bronce,1,Mastercard,1,31,9,38,791.37,1046.14,87.93,27.53,4,19,-38.16,11.05,5,0,0.82,0.1543,Bajo,0.488,36,Alta,0.886,0.847,11.63,9.53,9.5,1.2,104.5,6.527,0
MER1131,Verónica Suárez,Guayaquil,Servicios Profesionales,1212.05,-2.211665,-79.874804,5,0,Bronce,0,Ninguna,1,53,8,31,1059.44,5239.0,132.43,169.0,16,15,-11.71,-20.31,8,0,0.66,0.2449,Bajo,0.415,38,Media,0.648,1.029,26.25,4.29,12.71,2.1,241.49,8.709,1
MER1132,Juan Castro,Quito,Transporte,2533.58,-0.264518,-78.487485,35,2,Gold,0,Ninguna,0,32,56,203,1937.6,8641.71,34.6,42.57,9,21,-3.42,-19.99,9,3,0.67,0.3806,Bajo,0.189,29,Baja,0.287,2.439,356.03,55.26,23.25,15.3,23.25,-0.4,0
MER1133,Silvia Ramos,Guayaquil,Belleza / Estética,948.42,-2.193951,-79.910515,12,0,Bronce,1,Mastercard,1,50,9,46,936.09,3527.74,104.01,76.69,4,18,-11.57,-2.75,1,0,0.63,0.1738,Bajo,0.478,31,Media,0.724,1.036,5.16,8.34,11.23,0.5,134.76,21.267,0
MER1134,Alejandro Martínez,Machala,Restaurante / Comida,982.54,-3.290031,-79.934054,14,1,Bronce,1,Visa,1,47,6,32,1245.54,3058.24,207.59,95.57,2,19,-4.09,-11.13,0,1,0.87,0.2129,Bajo,0.568,35,Alta,0.982,0.509,31.73,12.27,14.95,2.1,149.5,3.552,0
MER1135,Verónica Alvarado,Riobamba,Servicios Profesionales,1160.7,-1.692325,-78.684642,1,1,Bronce,0,Ninguna,1,30,10,32,908.9,3173.44,90.89,99.17,16,8,-7.27,-21.23,9,1,0.41,0.3832,Medio,0.497,29,Baja,0.656,1.27,50.88,17.88,10.91,4.7,250.93,3.878,1
MER1136,Sebastián Jiménez,Riobamba,Belleza / Estética,828.22,-1.691158,-78.70183,6,1,Bronce,1,Mastercard,1,27,12,31,915.72,3290.65,76.31,106.15,0,15,1.51,-3.18,0,3,1.04,0.2543,Bajo,0.334,42,Media,0.551,1.815,59.85,8.21,10.99,5.4,197.82,2.894,0
MER1137,Sandra Mora,Babahoyo,Retail / Tienda,1223.11,-1.803545,-79.519134,24,1,Bronce,1,Mastercard,1,35,14,43,885.08,3802.92,63.22,88.44,6,18,20.62,-11.88,3,1,1.09,0.1062,Bajo,0.3,18,Baja,0.42,2.778,51.58,3.85,10.62,4.9,10.62,-0.018,0
MER1138,Santiago Ortiz,Quito,Construcción / Ferretería,663.15,-0.267609,-78.560627,5,0,Bronce,1,Visa,1,22,15,34,1072.5,2381.7,71.5,70.05,2,20,18.08,17.27,3,1,0.78,0.1438,Bajo,0.244,40,Baja,0.353,3.541,86.06,14.58,12.87,6.7,244.53,2.333,0
MER1139,Marcos Molina,Guayaquil,Educación,6024.37,-2.242346,-79.862382,7,1,Silver,0,Ninguna,1,40,26,86,6447.74,19134.14,247.99,222.49,17,10,-11.94,-34.25,7,0,0.83,0.2191,Bajo,0.415,36,Alta,0.798,0.931,91.79,19.68,77.37,1.2,1315.29,13.686,0
MER1140,Ramón Benítez,Guayaquil,Educación,736.9,-2.20643,-79.860818,1,0,Bronce,1,Diners Club,0,35,8,33,867.2,2445.63,108.4,74.11,17,10,-24.92,-28.83,16,0,0.3,0.4648,Medio,0.563,39,Media,0.826,0.807,51.96,8.02,10.41,5.0,239.43,4.145,1
MER1141,Santiago Romero,Babahoyo,Servicios Profesionales,3066.19,-1.780568,-79.567852,7,0,Silver,1,Diners Club,1,46,30,116,3315.9,8990.0,110.53,77.5,4,17,-24.28,13.13,2,0,0.58,0.2088,Bajo,0.261,20,Alta,0.613,1.398,76.82,32.7,39.79,1.9,676.43,7.528,0
MER1142,María Guerrero,Guayaquil,Supermercado / Abarrotes,8247.66,-2.206819,-79.866157,41,0,Gold,1,Mastercard,1,41,82,251,9465.26,27414.22,115.43,109.22,0,19,29.09,-0.82,0,0,1.06,0.0521,Bajo,0.302,23,Media,0.512,2.002,343.6,50.6,113.58,3.0,113.58,-0.111,0
MER1143,Roberto Rodríguez,Manta,Transporte,3518.25,-0.93301,-80.670287,9,1,Silver,1,American Express,1,23,27,109,4530.06,14721.54,167.78,135.06,1,24,-3.75,-9.88,0,1,0.79,0.2666,Bajo,0.369,28,Baja,0.503,1.534,155.88,17.99,54.36,2.9,815.4,4.885,0
MER1144,Ana Aguirre,Loja,Belleza / Estética,12522.0,-4.006835,-79.238828,38,1,Gold,0,Ninguna,1,36,63,230,11374.65,42678.8,180.55,185.56,3,22,10.86,-16.23,5,1,1.01,0.1542,Bajo,0.444,24,Media,0.683,1.153,349.4,54.0,136.5,2.6,136.5,-0.073,0
MER1145,Cristian Medina,Cuenca,Servicios Profesionales,2243.29,-2.922916,-79.001289,17,1,Silver,1,Visa,0,33,39,96,4043.91,5712.0,103.69,59.5,2,27,27.25,-13.1,1,0,1.04,0.0759,Bajo,0.1,20,Media,0.27,4.127,103.51,11.72,48.53,2.1,339.71,2.942,0
MER1146,José Castro,Quito,Salud / Farmacia,1163.3,-0.265746,-78.525668,26,0,Bronce,1,Mastercard,1,35,10,30,1168.1,3689.7,116.81,122.99,0,26,26.44,-6.47,0,0,1.03,0.1046,Bajo,0.558,35,Media,0.82,1.016,87.87,11.85,14.02,6.3,14.02,-0.245,0
MER1147,Verónica Mora,Guayaquil,Retail / Tienda,12588.44,-2.154276,-79.885938,34,4,Gold,1,American Express,1,41,52,232,10490.48,36943.68,201.74,159.24,2,27,-45.52,-11.31,2,1,0.77,0.3033,Bajo,0.485,43,Media,0.732,0.888,333.2,52.82,125.89,2.6,125.89,-0.098,0
MER1148,Roberto Alvarado,Quito,Educación,354.55,-0.235473,-78.509366,3,0,Bronce,1,Mastercard,1,31,11,39,647.79,2354.04,58.89,60.36,2,16,1.07,-21.4,2,0,0.64,0.2332,Bajo,0.455,24,Media,0.696,1.317,52.74,10.66,7.77,6.8,163.17,2.487,0
MER1149,Patricia Morales,Quito,Salud / Farmacia,834.91,-0.204341,-78.556173,1,0,Bronce,1,Visa,1,30,9,31,458.55,2692.35,50.95,86.85,1,19,-24.37,-13.87,0,0,0.73,0.2589,Bajo,0.376,22,Baja,0.511,1.468,52.33,13.98,5.5,9.5,126.5,1.616,0
MER1150,Beatriz Guerrero,Santo Domingo,Educación,3128.52,-0.228275,-79.165635,8,0,Silver,0,Ninguna,1,44,21,104,3655.89,9741.68,174.09,93.67,1,18,-7.44,-6.39,1,2,0.48,0.4516,Bajo,0.335,40,Alta,0.702,0.855,108.76,28.91,43.87,2.5,701.92,5.656,1
MER1151,Beatriz Rodríguez,Machala,Educación,813.33,-3.30678,-80.004458,4,0,Bronce,1,Visa,0,41,7,32,709.31,1344.0,101.33,42.0,4,17,-14.19,-14.67,1,2,0.86,0.3012,Bajo,0.425,36,Alta,0.81,0.72,9.66,6.39,8.51,1.1,170.2,15.635,0
MER1152,Ramón Flores,Guayaquil,Supermercado / Abarrotes,2369.27,-2.231363,-79.851686,36,4,Gold,1,Visa,1,36,66,217,3235.32,1085.0,49.02,5.0,5,23,-2.01,-13.69,1,1,1.05,0.1409,Bajo,0.574,34,Alta,0.989,0.834,375.54,58.0,38.82,9.7,38.82,-0.36,0
MER1153,Jorge Molina,Guayaquil,Belleza / Estética,3415.53,-2.154245,-79.861935,10,2,Silver,0,Ninguna,1,36,23,82,2843.72,13346.32,123.64,162.76,14,9,-10.62,-9.88,5,0,0.48,0.3125,Medio,0.455,33,Alta,0.846,0.777,133.89,19.7,34.12,3.9,477.68,3.126,1
MER1154,Gabriela Morales,Guayaquil,Construcción / Ferretería,2009.04,-2.163696,-79.862355,13,0,Silver,0,Ninguna,0,49,22,91,2146.98,8705.06,97.59,95.66,1,21,-10.44,-1.7,0,1,0.95,0.2036,Bajo,0.578,36,Baja,0.754,0.834,119.0,20.19,25.76,4.6,283.36,1.872,0
MER1155,Juan Pérez,Esmeraldas,Retail / Tienda,1265.4,0.929618,-79.604474,5,0,Bronce,1,Diners Club,1,47,9,39,1292.31,5126.94,143.59,131.46,1,19,-9.74,-3.33,1,0,0.52,0.2727,Bajo,0.386,30,Baja,0.523,1.434,45.47,1.04,15.51,2.9,294.69,6.412,0
MER1156,Roberto Medina,Quito,Retail / Tienda,358.48,-0.243258,-78.57394,5,0,Bronce,1,Mastercard,0,51,3,33,446.58,1626.9,148.86,49.3,17,8,-35.17,-31.51,10,2,0.84,0.3694,Bajo,0.387,36,Alta,0.764,0.327,70.07,10.36,5.36,13.1,101.84,1.01,0
MER1157,Andrea Aguirre,Guayaquil,Retail / Tienda,12992.86,-2.222296,-79.855918,41,1,Gold,1,Visa,1,24,75,207,13074.75,38085.93,174.33,183.99,3,18,19.7,-8.03,1,0,0.95,0.0793,Bajo,0.415,34,Alta,0.798,1.175,350.41,49.0,156.9,2.2,156.9,0.028,0
MER1158,Mónica Jiménez,Cuenca,Servicios Profesionales,643.86,-2.928397,-79.039876,3,1,Bronce,1,Mastercard,1,51,13,43,77.09,1568.21,5.93,36.47,0,12,1.52,-13.84,0,2,0.8,0.3281,Bajo,0.51,31,Media,0.762,1.422,39.85,9.28,0.93,42.8,19.53,-0.209,1
MER1159,Mónica Morales,Latacunga,Educación,3484.48,-0.951892,-78.660182,16,1,Silver,0,Ninguna,1,28,29,76,3377.05,10306.36,116.45,135.61,14,16,-8.94,-25.02,8,2,0.89,0.3487,Bajo,0.169,32,Media,0.353,2.347,95.64,13.2,40.52,2.4,324.16,2.975,1
MER1160,Ana Rodríguez,Quito,Servicios Profesionales,477.53,-0.257461,-78.570248,2,0,Bronce,1,Visa,1,51,12,40,251.64,2611.6,20.97,65.29,5,28,9.94,-13.52,5,1,1.09,0.1378,Bajo,0.442,35,Alta,0.83,1.205,55.81,4.02,3.02,18.5,66.44,0.974,0
MER1161,Beatriz Flores,Portoviejo,Restaurante / Comida,575.79,-1.059814,-80.449453,10,0,Bronce,1,Mastercard,1,28,7,28,504.77,2105.04,72.11,75.18,1,23,3.12,-27.29,1,2,0.49,0.4694,Bajo,0.26,35,Alta,0.612,0.953,72.62,0.1,6.06,12.0,84.84,1.164,0
MER1162,Andrea Vega,Cuenca,Restaurante / Comida,2956.22,-2.854454,-79.050817,17,1,Silver,0,Ninguna,0,28,19,78,2725.74,11366.94,143.46,145.73,15,11,-24.23,-21.72,5,1,0.47,0.3424,Bajo,0.142,29,Media,0.32,1.696,97.8,20.85,32.71,3.0,228.97,1.702,0
MER1163,Valeria Muñoz,Guayaquil,Supermercado / Abarrotes,721.78,-2.148339,-79.887866,25,0,Bronce,1,Visa,0,26,11,41,483.67,1945.45,43.97,47.45,1,15,-26.96,-9.78,0,1,0.92,0.2173,Bajo,0.496,31,Media,0.745,1.23,84.53,7.03,5.8,14.6,5.8,-0.181,0
MER1164,José Reyes,Manta,Transporte,479.85,-0.994373,-80.675782,5,1,Bronce,0,Ninguna,0,47,10,24,292.4,2045.28,29.24,85.22,48,15,-3.75,-41.11,28,2,0.48,0.5263,Alto - Inactivo,0.482,22,Media,0.728,1.145,60.99,1.8,3.51,17.4,66.69,1.005,1
MER1165,Fernando Torres,Quito,Servicios Profesionales,903.77,-0.231391,-78.502312,4,0,Bronce,1,Visa,1,54,9,29,990.63,2507.63,110.07,86.47,0,25,5.94,-8.77,0,1,0.53,0.3022,Bajo,0.336,29,Baja,0.463,1.62,25.47,0.84,11.89,2.1,237.8,9.238,1
MER1166,Natalia Molina,Cuenca,Educación,3578.45,-2.949529,-78.966425,10,1,Silver,0,Ninguna,1,55,26,75,2837.38,10139.25,109.13,135.19,6,15,-34.76,-10.19,4,1,0.58,0.3995,Bajo,0.3,35,Media,0.51,1.457,157.82,23.14,34.05,4.6,476.7,2.581,0
MER1167,Patricia Ortiz,Ibarra,Salud / Farmacia,1698.48,0.332848,-78.10777,10,1,Silver,1,Mastercard,0,29,23,96,2478.25,6344.64,107.75,66.09,1,16,-9.66,-21.54,0,1,0.89,0.1547,Bajo,0.332,28,Baja,0.458,1.435,152.75,20.54,29.74,5.1,416.36,2.322,0
MER1168,Beatriz Morales,Quito,Tecnología,1216.62,-0.202467,-78.542366,10,1,Bronce,1,Visa,1,46,6,28,1252.86,4208.68,208.81,150.31,6,18,5.16,-10.02,5,1,0.66,0.215,Bajo,0.303,30,Media,0.514,0.973,35.08,10.11,15.03,2.3,210.42,5.134,1
MER1169,Gabriela Díaz,Quito,Servicios Profesionales,1340.11,-0.254527,-78.491544,1,1,Bronce,1,Visa,0,54,4,27,1287.72,2670.57,321.93,98.91,5,10,-33.8,-4.36,3,1,0.51,0.3439,Medio,0.299,28,Alta,0.659,0.506,14.35,14.75,15.45,0.9,355.35,21.679,0
MER1170,Patricia García,Guayaquil,Supermercado / Abarrotes,644.69,-2.170242,-79.87216,6,2,Bronce,1,Mastercard,0,28,7,22,805.49,1774.52,115.07,80.66,18,16,-31.69,-12.09,12,4,0.49,0.6498,Medio,0.211,27,Alta,0.553,1.055,60.63,17.0,9.67,6.3,174.06,2.03,0
MER1171,Daniela López,Quito,Servicios Profesionales,807.81,-0.274647,-78.517288,1,0,Bronce,0,Ninguna,1,49,8,30,811.92,1056.0,101.49,35.2,5,17,-29.68,-36.96,3,1,0.85,0.3528,Bajo,0.329,28,Alta,0.695,0.959,56.46,2.72,9.74,5.8,224.02,3.823,0
MER1172,Felipe Guerrero,Guayaquil,Supermercado / Abarrotes,3182.99,-2.237457,-79.840316,19,0,Silver,1,Visa,1,39,37,90,2964.44,8172.9,80.12,90.81,2,19,-12.57,3.37,3,0,0.86,0.1657,Bajo,0.332,35,Media,0.548,1.929,135.2,21.26,35.57,3.8,177.85,0.844,0
MER1173,Roberto Sánchez,Latacunga,Construcción / Ferretería,888.76,-0.953353,-78.645023,4,2,Bronce,0,Ninguna,1,24,5,28,924.05,3629.08,184.81,129.61,15,11,-15.57,-9.87,14,1,0.58,0.3003,Medio,0.396,38,Baja,0.535,0.779,17.3,9.37,11.09,1.6,221.8,11.196,0
MER1174,Gloria Reyes,Guayaquil,Restaurante / Comida,975.33,-2.233621,-79.880689,6,1,Bronce,1,American Express,1,29,11,24,1241.46,2501.28,112.86,104.22,1,13,-9.07,-23.6,0,2,0.64,0.3943,Bajo,0.284,25,Alta,0.641,1.43,37.43,6.14,14.9,2.5,268.2,6.673,0
MER1175,Sandra Ortiz,Ambato,Educación,625.6,-1.202063,-78.606218,2,4,Bronce,0,Ninguna,1,48,5,32,754.25,1143.68,150.85,35.74,44,8,-23.06,-10.19,30,2,0.49,0.3953,Alto - Inactivo,0.363,46,Media,0.586,0.711,14.78,6.25,9.05,1.6,199.1,12.202,1
MER1176,Miguel Pérez,Quito,Educación,166.72,-0.220313,-78.530268,3,1,Bronce,1,Mastercard,1,48,8,29,297.04,252.59,37.13,8.71,0,15,8.16,-3.25,0,2,0.78,0.2992,Bajo,0.481,41,Alta,0.877,0.76,47.18,10.71,3.56,13.3,74.76,0.904,1
MER1177,Eduardo García,Guayaquil,Transporte,3732.27,-2.206388,-79.915215,11,1,Silver,0,Ninguna,1,38,22,87,4515.94,12050.37,205.27,138.51,17,10,-32.81,-13.69,8,1,0.65,0.3047,Bajo,0.455,39,Alta,0.846,0.743,98.6,21.7,54.19,1.8,704.47,6.484,0
MER1178,Lucia Castro,Guayaquil,Restaurante / Comida,1156.35,-2.150643,-79.90986,1,0,Bronce,1,Visa,0,20,13,25,967.2,3531.0,74.4,141.24,7,10,-33.87,-13.71,5,1,0.49,0.3609,Bajo,0.405,41,Media,0.636,1.703,85.71,6.21,11.61,7.4,267.03,2.898,0
MER1179,Cristian Vargas,Ambato,Restaurante / Comida,1030.85,-1.279475,-78.577625,27,0,Bronce,0,Ninguna,1,56,1,33,1001.58,2777.61,1001.58,84.17,1,9,-5.38,-30.79,0,1,0.55,0.3184,Bajo,0.391,30,Media,0.619,0.135,4.75,0.07,12.02,0.4,12.02,2.486,0
MER1180,Carlos Martínez,Portoviejo,Tecnología,811.75,-1.025312,-80.424305,1,1,Bronce,0,Ninguna,1,44,6,34,744.54,885.36,124.09,26.04,8,12,-12.47,-32.68,8,1,0.56,0.3692,Alto - Inactivo,0.1,30,Alta,0.42,1.19,82.86,16.06,8.93,9.3,205.39,1.897,1
MER1181,Eduardo Ramos,Guayaquil,Servicios Profesionales,14075.77,-2.211883,-79.87172,39,0,Gold,1,Mastercard,1,55,73,206,14780.31,39063.78,202.47,189.63,3,23,18.61,2.78,3,0,1.27,0.0653,Bajo,0.512,26,Baja,0.674,1.354,328.27,61.52,177.36,1.9,177.36,-0.022,0
MER1182,Sebastián Molina,Cuenca,Tecnología,1037.25,-2.891583,-79.048949,5,0,Bronce,1,Diners Club,0,20,6,24,1237.38,2937.84,206.23,122.41,5,18,-7.64,0.87,3,0,0.57,0.2241,Bajo,0.458,26,Media,0.7,0.714,31.6,2.41,14.85,2.1,282.15,8.7,0
MER1183,Cristian Mora,Santo Domingo,Tecnología,4526.1,-0.230328,-79.145865,9,0,Silver,0,Ninguna,1,56,25,118,4617.75,12703.88,184.71,107.66,1,19,-28.26,-39.43,1,0,0.58,0.4236,Bajo,0.244,43,Media,0.443,1.612,177.4,21.94,55.41,3.2,831.15,4.314,0
MER1184,José Aguirre,Quito,Supermercado / Abarrotes,635.25,-0.240807,-78.551875,1,3,Bronce,1,Visa,1,22,7,36,414.12,2775.6,59.16,77.1,0,18,-13.31,-27.92,0,1,0.65,0.3111,Bajo,0.485,19,Alta,0.882,0.661,34.68,8.29,4.97,7.0,114.31,2.579,0
MER1185,Roberto Rivera,Guayaquil,Construcción / Ferretería,974.98,-2.195986,-79.867506,16,1,Bronce,0,Ninguna,0,20,4,20,991.96,2910.4,247.99,145.52,25,3,-36.19,-19.44,20,1,0.77,0.3791,Alto - Inactivo,0.274,32,Media,0.479,0.696,46.44,13.76,11.9,3.9,95.2,1.161,1
MER1186,Luis López,Ambato,Transporte,725.76,-1.213088,-78.646688,16,0,Bronce,1,Mastercard,1,61,8,34,734.4,1902.98,91.8,55.97,6,25,-6.02,-19.06,3,0,0.91,0.1991,Bajo,0.547,26,Alta,0.956,0.697,70.21,11.47,8.81,8.0,70.48,0.514,0
MER1187,María Guerrero,Quito,Transporte,5423.97,-0.261169,-78.528011,15,0,Silver,1,Mastercard,1,51,33,99,5417.61,15833.07,164.17,159.93,4,10,-11.02,13.51,1,0,0.97,0.0347,Bajo,0.478,34,Alta,0.874,1.079,82.19,24.72,65.01,1.3,585.09,6.216,0
MER1188,José González,Ambato,Educación,10837.32,-1.230138,-78.644103,35,0,Gold,1,Visa,1,35,70,236,8579.9,39829.72,122.57,168.77,6,20,-2.81,6.95,5,0,0.9,0.1445,Bajo,0.449,32,Media,0.689,1.27,356.14,52.96,102.96,3.5,102.96,-0.157,0
MER1189,Miguel Alvarado,Manta,Servicios Profesionales,786.46,-0.949743,-80.681139,6,0,Bronce,1,Visa,1,31,6,35,840.84,1971.2,140.14,56.32,1,20,-16.98,-15.27,0,1,0.95,0.1558,Bajo,0.398,33,Alta,0.778,0.643,75.99,7.29,10.09,7.5,181.62,2.102,0
MER1190,Luis Pérez,Latacunga,Educación,1544.11,-0.952224,-78.612318,2,0,Bronce,1,Visa,1,47,14,34,1156.26,4312.9,82.59,126.85,2,23,-6.77,-10.76,1,0,0.79,0.2029,Bajo,0.404,29,Alta,0.785,1.486,59.16,1.85,13.88,4.3,305.36,5.068,0
MER1191,Felipe Aguirre,Guayaquil,Retail / Tienda,3888.22,-2.179533,-79.838859,22,0,Silver,0,Ninguna,1,45,24,88,4027.68,11562.32,167.82,131.39,0,19,-0.34,-7.89,0,1,0.77,0.1676,Bajo,0.49,38,Baja,0.648,1.058,147.18,24.34,48.33,3.0,96.66,0.161,0
MER1192,Natalia Rivera,Manta,Supermercado / Abarrotes,882.0,-0.933461,-80.710046,9,0,Bronce,0,Ninguna,1,29,10,33,689.0,2128.83,68.9,64.51,5,19,-19.22,-22.35,3,4,0.6,0.5632,Bajo,0.297,31,Alta,0.656,1.27,44.71,7.22,8.27,5.4,124.05,2.29,0
MER1193,Natalia Rivera,Guayaquil,Retail / Tienda,390.54,-2.158298,-79.885671,4,0,Bronce,0,Ninguna,1,47,5,29,404.95,2110.04,80.99,72.76,18,13,-20.99,-32.05,7,2,0.38,0.5728,Bajo,0.229,34,Media,0.425,0.98,44.25,9.92,4.86,9.1,97.2,1.524,0
MER1194,José Reyes,Guayaquil,Salud / Farmacia,3311.25,-2.205525,-79.870278,18,0,Silver,1,Mastercard,1,31,28,112,3286.64,14400.96,117.38,128.58,0,20,8.42,12.97,0,0,1.17,0.015,Bajo,0.299,38,Media,0.509,1.572,191.2,11.21,39.44,4.8,236.64,1.062,0
MER1195,Jorge Ramos,Ambato,Belleza / Estética,1090.13,-1.254043,-78.620086,1,3,Bronce,0,Ninguna,1,38,5,33,1231.3,4500.21,246.26,136.37,19,8,-21.35,-14.74,10,1,0.53,0.2994,Medio,0.323,37,Baja,0.448,0.93,18.86,9.14,14.78,1.3,339.94,16.571,1
MER1196,Marcos Vargas,Ambato,Transporte,751.15,-1.271861,-78.664449,4,1,Bronce,1,Visa,1,28,10,35,569.8,1305.85,56.98,37.31,5,17,-14.62,-7.35,2,1,0.98,0.1659,Bajo,0.479,23,Baja,0.635,1.312,87.86,1.58,6.84,12.8,136.8,1.503,0
MER1197,Gabriela Castro,Latacunga,Restaurante / Comida,615.88,-0.883944,-78.614296,4,0,Bronce,1,Mastercard,0,40,9,33,860.22,1452.66,95.58,44.02,5,13,-19.23,2.13,6,0,0.98,0.1475,Bajo,0.4,30,Baja,0.54,1.389,45.73,4.72,10.32,4.4,206.4,4.204,0
MER1198,Ana Muñoz,Latacunga,Supermercado / Abarrotes,1158.59,-0.971157,-78.618782,1,3,Bronce,1,Visa,1,50,15,28,1221.0,3383.24,81.4,120.83,2,22,-20.64,2.96,1,1,1.03,0.1985,Bajo,0.464,31,Baja,0.617,2.026,19.75,10.33,14.65,1.3,336.95,15.492,0
MER1199,Isabel Molina,Cuenca,Servicios Profesionales,818.98,-2.863658,-78.995011,1,0,Bronce,0,Ninguna,1,43,8,22,897.44,2381.06,112.18,108.23,6,10,-7.91,-6.76,5,1,0.75,0.1846,Medio,0.342,43,Media,0.56,1.19,4.67,7.45,10.77,0.4,247.71,48.257,1
MER1200,Ana Vega,Latacunga,Retail / Tienda,1150.77,-0.968328,-78.62517,4,1,Bronce,0,Ninguna,1,32,9,27,1014.48,3131.46,112.72,115.98,7,9,-23.2,-20.78,3,4,0.99,0.4413,Bajo,0.488,35,Alta,0.886,0.847,8.77,5.23,12.17,0.7,243.4,25.965,0
MER1201,Natalia Pérez,Esmeraldas,Transporte,1214.97,0.97448,-79.651764,1,4,Bronce,1,Visa,1,33,11,28,1166.88,4210.08,106.08,150.36,6,9,-34.95,-27.93,6,1,0.99,0.2635,Bajo,0.235,24,Media,0.432,2.122,10.24,6.49,14.0,0.7,322.0,29.544,0
MER1202,Felipe Aguirre,Guayaquil,Salud / Farmacia,3270.91,-2.194215,-79.928208,9,1,Silver,1,Mastercard,0,37,29,92,3123.01,7722.48,107.69,83.94,3,22,-32.79,-7.74,2,1,0.89,0.2431,Bajo,0.338,23,Alta,0.706,1.174,97.68,25.95,37.48,2.6,562.2,4.959,0
MER1203,José Rodríguez,Latacunga,Salud / Farmacia,492.19,-0.894521,-78.575666,1,0,Bronce,1,Mastercard,1,43,15,30,226.95,2643.3,15.13,88.11,3,20,-37.16,-21.05,2,0,0.56,0.344,Bajo,0.558,40,Baja,0.73,1.712,34.22,6.68,2.72,12.6,62.56,1.243,0
MER1204,Miguel Díaz,Manta,Restaurante / Comida,809.62,-0.945822,-80.727518,2,0,Bronce,1,Mastercard,1,52,5,40,737.55,1446.8,147.51,36.17,1,15,6.48,-10.2,1,0,0.6,0.2201,Bajo,0.619,32,Alta,1.0,0.417,61.67,7.89,8.85,7.0,194.7,2.773,0
MER1205,Alejandro Ramírez,Quito,Transporte,989.86,-0.275928,-78.478299,6,0,Bronce,1,Diners Club,1,28,5,27,931.05,2561.49,186.21,94.87,11,29,-16.73,1.22,5,1,0.51,0.2831,Bajo,0.276,39,Media,0.481,0.866,67.92,14.03,11.17,6.1,201.06,2.341,0
MER1206,Daniela Aguirre,Tulcán,Construcción / Ferretería,5107.09,0.806851,-77.674157,9,0,Silver,1,Diners Club,1,42,30,106,5506.8,19346.06,183.56,182.51,2,15,-11.35,-9.02,1,0,0.95,0.1733,Bajo,0.242,43,Baja,0.35,2.449,111.93,22.56,66.08,1.7,991.2,8.251,0
MER1207,Diego Pérez,Portoviejo,Belleza / Estética,476.68,-1.07362,-80.474536,4,1,Bronce,0,Ninguna,0,43,5,30,360.95,507.6,72.19,16.92,39,5,-59.05,-25.83,24,1,0.57,0.4363,Alto - Inactivo,0.285,29,Alta,0.642,0.649,61.87,3.94,4.33,14.3,86.6,1.209,1
